Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9936999,2019-12-10 19:52:29,2019-08-09 00:52:59,95304313,8100866605,95304313,85,3023,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/936/SRR9936999.sralite.1,SRX6685706,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP217883,PRJNA559411,3,559411,SRS5243495,SAMN12541587,simple,9940,Ovis aries,GSM4023378,,,,,,,no,,,,,GEO,SRA936546,,public,6BD3256271D4C3274B77C09D59731FD0,862A1C6F855D36C943A3B54B211A8F3E
SRR9937000,2019-12-10 19:52:29,2019-08-09 00:45:37,76268095,6482788075,76268095,85,2497,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/937/SRR9937000.sralite.1,SRX6685707,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP217883,PRJNA559411,3,559411,SRS5243496,SAMN12541586,simple,9940,Ovis aries,GSM4023379,,,,,,,no,,,,,GEO,SRA936546,,public,4D61DE1511D81E17059E1941EC1EDA5D,3611856A54D8F335F1411E09E1E4F8E3
SRR9937001,2019-12-10 19:52:29,2019-08-09 00:47:06,84613195,7192121575,84613195,85,2571,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/937/SRR9937001.sralite.1,SRX6685708,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP217883,PRJNA559411,3,559411,SRS5243497,SAMN12541585,simple,9940,Ovis aries,GSM4023380,,,,,,,no,,,,,GEO,SRA936546,,public,5F6215B1860E1CE81283A2AFB36A0A16,17F2E4B513C353921FA54078196D21D5
SRR9937002,2019-12-10 19:52:29,2019-08-09 00:45:49,69597005,5915745425,69597005,85,2183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/937/SRR9937002.sralite.1,SRX6685709,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP217883,PRJNA559411,3,559411,SRS5243498,SAMN12541584,simple,9940,Ovis aries,GSM4023381,,,,,,,no,,,,,GEO,SRA936546,,public,39DF01BBACC6844BE5FD69351BCFA265,FE050E91C43CC33ABD03131A1E03CED1
SRR9937003,2019-12-10 19:52:29,2019-08-09 00:54:09,81377097,6917053245,81377097,85,2604,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/937/SRR9937003.sralite.1,SRX6685710,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP217883,PRJNA559411,3,559411,SRS5243499,SAMN12541508,simple,9940,Ovis aries,GSM4023382,,,,,,,no,,,,,GEO,SRA936546,,public,6FF218B7C9EC8503F2B075C266392A95,CE209B538437E0B30670DC22BFF0EC1E
SRR13786398,2021-12-07 09:31:14,2021-02-25 22:20:41,19802388,5940716400,19802388,300,2196,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786398/SRR13786398.lite.1,SRX10171568,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321600,SAMN18060138,simple,9915,Bos indicus,GSM5108486,,,,,,,no,,,,,GEO,SRA1200319,,public,5E5334B89A3877E5B016B41720844676,5DBA28CEA51E3B501A7F4FBC9A5D028A
SRR13786399,2021-12-07 09:31:14,2021-02-25 22:13:40,21238364,6371509200,21238364,300,2402,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786399/SRR13786399.lite.1,SRX10171569,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321599,SAMN18060137,simple,9915,Bos indicus,GSM5108487,,,,,,,no,,,,,GEO,SRA1200319,,public,BC7762BD1BA5938F7F5C036C13F45A89,2A9576FD1A87782BA573A7BD728F3D27
SRR13786400,2021-12-07 09:31:14,2021-02-25 22:23:02,21683877,6505163100,21683877,300,2443,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786400/SRR13786400.lite.1,SRX10171570,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321601,SAMN18060136,simple,9915,Bos indicus,GSM5108488,,,,,,,no,,,,,GEO,SRA1200319,,public,E27F6C9D211120DB51501BB222D9B797,51555378B7F938C0411655D8184A1E29
SRR13786403,2021-12-07 09:31:15,2021-02-25 23:21:58,27232130,8169639000,27232130,300,3138,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786403/SRR13786403.lite.1,SRX10171573,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321604,SAMN18060133,simple,9915,Bos indicus,GSM5108491,,,,,,,no,,,,,GEO,SRA1200319,,public,283A0BDECE496678312B2D75792F9BAB,70756495EE3CA59F8BB6E770ED63080D
SRR13786404,2021-12-07 09:31:15,2021-02-25 22:09:29,19684784,5905435200,19684784,300,2230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786404/SRR13786404.lite.1,SRX10171574,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321608,SAMN18060132,simple,9915,Bos indicus,GSM5108492,,,,,,,no,,,,,GEO,SRA1200319,,public,AA0541C2865A62DCC8B7A7F9BEA5377A,9AE1DEF529093A328A213D35511F3F46
SRR13786405,2021-12-07 09:31:15,2021-02-25 22:16:55,21386135,6415840500,21386135,300,2473,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786405/SRR13786405.lite.1,SRX10171575,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321605,SAMN18060131,simple,9915,Bos indicus,GSM5108493,,,,,,,no,,,,,GEO,SRA1200319,,public,77DA738B9290EF74FBE7AE5075657470,AB13CE3F758AAAE5B67200FD61121B2A
SRR13786408,2021-12-07 09:31:15,2021-02-25 20:07:58,11575836,3472750800,11575836,300,1369,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786408/SRR13786408.lite.1,SRX10171578,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321613,SAMN18060128,simple,9913,Bos taurus,GSM5108497,,,,,,,no,,,,,GEO,SRA1200319,,public,C0B01871A9B3B5B0DF467E0DFB6AF517,3067CED90A8995985326D08DAB93BCC4
SRR13786409,2021-12-07 09:31:15,2021-02-25 21:06:19,19786367,5935910100,19786367,300,2280,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786409/SRR13786409.lite.1,SRX10171579,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321609,SAMN18060142,simple,9913,Bos taurus,GSM5108498,,,,,,,no,,,,,GEO,SRA1200319,,public,BBE734C4E939F308759B6A62A5D2E54A,78F19B2B5D1310D7E2773EB660037DC7
SRR13786410,2021-12-07 09:31:15,2021-02-25 23:43:59,36012092,10803627600,36012092,300,4351,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13786/SRR13786410/SRR13786410.lite.1,SRX10171580,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP308260,PRJNA704976,3,704976,SRS8321610,SAMN18060141,simple,9913,Bos taurus,GSM5108499,,,,,,,no,,,,,GEO,SRA1200319,,public,CB78604E33E61AAC4FD8BF89E90CA3D7,525C525A78E5D9670A60E510F32CD446
SRR3664178,2016-06-17 00:00:00,2016-06-14 15:57:01,396272,91173530,396272,230,56,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664178/SRR3664178.sralite.1,SRX1842856,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501760,SAMN05231894,simple,12110,Foot-and-mouth disease virus,IP2B_004_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,13BBB6B79AEFEF7093A74140761079D6,AB6C107C854D2F8E990BE33C5D320D2E
SRR3664179,2016-06-17 00:00:00,2016-06-14 15:56:56,175870,42047844,175870,239,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664179/SRR3664179.sralite.1,SRX1842857,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501761,SAMN05231895,simple,12110,Foot-and-mouth disease virus,IP2B_004_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,37439F0D9E921B927BBB8E27F8D19B3A,06FB177856AD1098C2850781A30D5A96
SRR3664019,2016-06-17 00:00:00,2016-06-14 07:57:41,20060,5446405,20060,271,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664019/SRR3664019.sralite.1,SRX1842778,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501690,SAMN05231890,simple,12110,Foot-and-mouth disease virus,IP2B_147_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,DE7C8BE5C383F91E06C742349B368812,494B44A038BD08E9026F05F3F0CCCAEF
SRR3664168,2016-06-17 00:00:00,2016-06-14 14:17:55,110197,26870845,110197,243,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664168/SRR3664168.sralite.1,SRX1842844,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501750,SAMN05231891,simple,12110,Foot-and-mouth disease virus,IP2B_147_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,5EA255CD3D3A0F623CB15BB75B1F1666,CFC9992298DE4264C47FE0C960C55489
SRR3664174,2016-06-17 00:00:00,2016-06-14 14:20:02,441372,102492218,441372,232,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664174/SRR3664174.sralite.1,SRX1842847,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501753,SAMN05231892,simple,12110,Foot-and-mouth disease virus,IP2B_161A_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,0FBAF32AAA588656FA32C6D2AF3AFED3,464AF4475C2BFAAF36ED2AFFB947C211
SRR3664177,2016-06-17 00:00:00,2016-06-14 14:22:07,73960,18836148,73960,254,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664177/SRR3664177.sralite.1,SRX1842854,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501759,SAMN05231893,simple,12110,Foot-and-mouth disease virus,IP2B_161A_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,6CDAD74364C329741E98EF02F685FFE0,1284B31E7EB46A4C1103CD072A88DB59
SRR3664238,2016-06-17 00:00:00,2016-06-14 15:56:55,346820,79414269,346820,228,50,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664238/SRR3664238.sralite.1,SRX1842868,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501765,SAMN05231898,simple,12110,Foot-and-mouth disease virus,IP2B_161B_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,C0924AB54FF49BD3EB9DDEA9FE774F93,FC8A237564B15D051C922C7078287FE8
SRR3664239,2016-06-17 00:00:00,2016-06-14 15:57:01,309162,72143011,309162,233,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664239/SRR3664239.sralite.1,SRX1842869,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501766,SAMN05231899,simple,12110,Foot-and-mouth disease virus,IP2B_161B_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,20F447238114DA0125ABD7F6B26AF5B8,53DF1F756C0AADBFCF5DA2FBBDEDC3BB
SRR3664296,2016-06-17 00:00:00,2016-06-14 15:57:02,408832,90285407,408832,220,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664296/SRR3664296.sralite.1,SRX1842879,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501775,SAMN05231902,simple,12110,Foot-and-mouth disease virus,IP2B_238_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,99244FBB46E21213FB9BA1166ECB53C8,52895A51E8217B1C1C8ACD4A5E332369
SRR3664308,2016-06-17 00:00:00,2016-06-14 15:56:51,54934,13758217,54934,250,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664308/SRR3664308.sralite.1,SRX1842881,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501777,SAMN05231903,simple,12110,Foot-and-mouth disease virus,IP2B_238_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,95FC6A0D8EAC9D4E8B5F60DC3BF9CDAB,2292051F0A09B9C7D29197CEA5D2A631
SRR3664180,2016-06-17 00:00:00,2016-06-14 15:56:55,300248,68091117,300248,226,44,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664180/SRR3664180.sralite.1,SRX1842858,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501762,SAMN05231896,simple,12110,Foot-and-mouth disease virus,IP2B_241_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,2B0D61AD8CA218DAD1132BD38308264D,07AFEAEAEDA76F09AA5FFB22F07D46E3
SRR3664181,2016-06-17 00:00:00,2016-06-14 15:57:01,414383,92842663,414383,224,59,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664181/SRR3664181.sralite.1,SRX1842859,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501763,SAMN05231897,simple,12110,Foot-and-mouth disease virus,IP2B_241_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,77AAE4B0D9E664E751C070FF13F00411,C08C3F33B1353C2723EA69DEF3CCC6F1
SRR3664240,2016-06-17 00:00:00,2016-06-14 15:56:58,360290,81840900,360290,227,52,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664240/SRR3664240.sralite.1,SRX1842870,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501767,SAMN05231900,simple,12110,Foot-and-mouth disease virus,IP2B_341_replicate1_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,1501BD4F4612756008A52A1597183518,E4A5671A2D97F6273300F4A068A3FE01
SRR3664280,2016-06-17 00:00:00,2016-06-14 15:56:56,317986,72124613,317986,226,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR003/664/SRR3664280/SRR3664280.sralite.1,SRX1842878,,AMPLICON,PCR,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP076509,PRJNA324184,,324184,SRS1501774,SAMN05231901,simple,12110,Foot-and-mouth disease virus,IP2B_341_replicate2_FMDV_2007,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA433319,,public,193381CEE6F46F01FED24C937DD6D7D8,B8A9F8BA09D7D9A005C1B400A3CA3071
SRR21530725,2022-09-12 14:01:45,2022-09-12 13:22:10,1380765,416991030,1380765,302,230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR021/21530/SRR21530725/SRR21530725.lite.1,SRX17533064,L001-ds.3d4534038d924d7ca3c9c8fa6214e737,WGS,RANDOM,VIRAL RNA,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP396715,PRJNA879345,,879345,SRS15081513,SAMN30806368,simple,12118,Foot-and-mouth disease virus O,ISA/1/2022,,,,,,,no,,,,,THE PIRBRIGHT INSTITUTE,SRA1495202,,public,A4740B3255EA527C53DC4130144F0723,F1A9A98CD4F2474A32DED3455EA6C821
SRR7234881,2019-01-03 00:14:26,2018-05-30 12:03:33,1143540,326155501,1143540,285,126,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/234/SRR7234881.sralite.1,SRX4141250,Inoculum-A24-BP2-p1,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3355068,SAMN09282091,simple,12115,Foot-and-mouth disease virus (strain A24 Cruzeiro),Inoculum-A24-BP2,,,,,,,no,,,,,USDA,SRA712549,,public,1CC44866583D178AC3B347D5D4CA28DB,3AB37F262AAF38E255524D3E052A3AD4
SRR7234882,2019-01-03 00:14:26,2018-05-30 12:05:07,1915293,538125035,1915293,280,204,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/234/SRR7234882.sralite.1,SRX4141249,Inoculum-A24-BP2,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3355068,SAMN09282091,simple,12115,Foot-and-mouth disease virus (strain A24 Cruzeiro),Inoculum-A24-BP2,,,,,,,no,,,,,USDA,SRA712549,,public,A47D0D5BFFB6993F3C20BA845F55245F,AE1E905F5AB4E698008D7ED901FC93CA
SRR7234883,2019-01-03 00:14:26,2018-05-30 12:03:54,1633643,457472467,1633643,280,176,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/234/SRR7234883.sralite.1,SRX4141248,Inoculum-A24-BP2-p3,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3355068,SAMN09282091,simple,12115,Foot-and-mouth disease virus (strain A24 Cruzeiro),Inoculum-A24-BP2,,,,,,,no,,,,,USDA,SRA712549,,public,598CA835C6D44D685E86CF95E642333F,9A08D9EE435D63B0E75BBC8ECE4CCCF1
SRR7234884,2019-01-03 00:14:26,2018-05-30 12:03:27,624716,176560514,624716,282,67,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR007/234/SRR7234884.sralite.1,SRX4141247,Inoculum-A24-BP2-p2,AMPLICON,RT-PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP149342,PRJNA473786,,473786,SRS3355068,SAMN09282091,simple,12115,Foot-and-mouth disease virus (strain A24 Cruzeiro),Inoculum-A24-BP2,,,,,,,no,,,,,USDA,SRA712549,,public,1C938ACBBED58826DE82C12F3F4F5DCD,0DB53E410B707E8DF6FEC6AD9E81A837
SRR9335113,2019-06-21 11:21:12,2019-06-21 11:15:35,955555,268456967,955555,280,93,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/335/SRR9335113.sralite.1,SRX6101437,FMDV_O/IND/C32(69)/2014/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001900,SAMN12107282,simple,12110,Foot-and-mouth disease virus,O/IND/C32(69)/2014,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,B9B97D8E10954E7683DB2811968807DA,622CD87E94F056B607E546FB61B3FFF5
SRR9335109,2019-06-21 11:21:12,2019-06-21 11:15:39,989868,276583175,989868,279,96,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/335/SRR9335109.sralite.1,SRX6101441,FMDV_O/IND/C32(73)/2014/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001905,SAMN12107283,simple,12110,Foot-and-mouth disease virus,O/IND/C32(73)/2014,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,D24E7C299F0F7EBF0DD51093E6EEC62F,AED22184620296506454256C7588BAE0
SRR9335103,2019-06-21 11:21:12,2019-06-21 11:14:29,75168,21155322,75168,281,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-14/SRR009/335/SRR9335103.sralite.1,SRX6101447,FMDV_O/IND/U307/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001911,SAMN12107276,simple,12110,Foot-and-mouth disease virus,O/IND/U307/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,68E7033177A1CA35317ABFDE6D279B7D,832E79A29C8CFA721A525580FAFB86A7
SRR9335101,2019-06-21 11:21:12,2019-06-21 11:17:15,1113780,317702184,1113780,285,111,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/335/SRR9335101.sralite.1,SRX6101449,FMDV_O/IND/U349(735)/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001913,SAMN12107274,simple,12110,Foot-and-mouth disease virus,O/IND/U349(735)/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,725FA581BDC0845A7E298DDED9872EBE,03CA5BBA5756AC322DCC8F05C5F9A18F
SRR9335099,2019-06-21 11:21:12,2019-06-21 11:18:30,2267525,637628798,2267525,281,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/335/SRR9335099.sralite.1,SRX6101450,FMDV_O/IND/U349(740)/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001915,SAMN12107275,simple,12110,Foot-and-mouth disease virus,O/IND/U349(740)/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,9512CD11FC031AA4A9B1C9BF85D90B15,41EDC6E7A98695B75841946E437400DA
SRR9335102,2019-06-21 11:20:14,2019-06-21 11:14:15,38882,10851039,38882,279,3,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/335/SRR9335102.sralite.1,SRX6101448,FMDV_O/IND/U359/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001912,SAMN12107277,simple,12110,Foot-and-mouth disease virus,O/IND/U359/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,0C6706D3AD320E8437E7C811CA07DCB0,5CEE358C0CF6DDD6D519833F85949255
SRR9335105,2019-06-21 11:21:12,2019-06-21 11:15:09,137911,39004507,137911,282,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/335/SRR9335105.sralite.1,SRX6101445,FMDV_O/IND/U456/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001909,SAMN12107278,simple,12110,Foot-and-mouth disease virus,O/IND/U456/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,6567C2FE6C077DE410497A11D90A7EB3,BB32ADD5B039653172A30DA6FB141D5B
SRR9335104,2019-06-21 11:20:14,2019-06-21 11:14:16,51233,14830794,51233,289,4,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR009/335/SRR9335104.sralite.1,SRX6101446,FMDV_O/IND/U561/2013/India,RNA-Seq,RANDOM PCR,GENOMIC,PAIRED,0,0,ILLUMINA,NextSeq 500,SRP202096,PRJNA550055,,550055,SRS5001910,SAMN12107279,simple,12110,Foot-and-mouth disease virus,O/IND/U561/2013,,,,,,,no,,,,,USDA AGRICULTURAL RESEARCH SERVICE,SRA901934,,public,99CB65B55E3DB395AFA0D461717FB233,15A39669329BB2EE4B43972897C43875
